Chromosome,strand,trans-spliced position,percent SL2,binomial exact p-value for the percent SL2,number of reads,number of SL1 reads,number of total SL2 reads (SL2+SL2 variant reads),number of SL2 variant reads,non-trans-spliced reads at this position,"type of trans-splice site (gene, cis, other)",gene name,gene rank (within operon),position of first AUG,average exp of the gene (dcpm),distance to upstream gene 3' end,position of the upstream gene 3' end,length of 5' UTR (trans-splice site to first AUG),position of the closest annotated 5' end,distance from the closest annotated 5' end to trans-splice site,distance from the closest annotated 5' end to first AUG downstream of trans-splice site
V,+,10581687,0.00980392,2.0116e-29,102,101,1,1,0,gene,T21C9.6,0,10581691,0.214904,1212,10580475,4,10581687,0,-4
V,+,10597212,0.0,0.015625,6,6,0,0,6,gene,T21C9.13,0,10597274,1.32277,10336,10586876,62,10597117,-95,-157
V,+,10597323,0.0,0.0625,4,4,0,0,353,gene,T21C9.13,0,10597347,1.32277,10447,10586876,24,10597117,-206,-230
V,+,10597343,0.0,3.05176e-05,15,15,0,0,753,gene,T21C9.13,0,10597347,1.32277,10467,10586876,4,10597117,-226,-230
V,+,10598907,0.0060423,0.0,331,329,2,1,3,gene,T21C9.12,1,10598913,1.49192,440,10598467,6,10598907,0,-6
V,+,10602243,0.5,0.5,2,1,1,1,4,gene,H27A22.1,2,10602356,1.00579,302,10601941,113,10602260,17,-96
V,+,10602260,0.921951,4.9592e-39,205,16,189,139,39,gene,H27A22.1,2,10602356,1.00579,319,10601941,96,10602260,0,-96
V,+,10603895,0.0,2.1684e-19,62,62,0,0,0,gene,H27A22.1,2,10603930,1.00579,1954,10601941,35,10603895,0,-35
V,+,10650509,0.0,4.76837e-07,21,21,0,0,1,gene,C32C4.2,0,10650535,0.101983,552,10649957,26,10650514,5,-21
V,+,10657651,0.0,1.38778e-17,56,56,0,0,5,gene,F29F11.3,0,10657723,0.575763,6028,10651623,72,10657996,345,273
V,+,10658025,0.0,0.000976562,10,10,0,0,3,gene,F29F11.3,0,10658051,0.575763,6402,10651623,26,10657996,-29,-55
V,+,10667388,0.0,0.000976562,10,10,0,0,0,gene,F29F11.4,0,10667502,0.0705867,7889,10659499,114,10667388,0,-114
V,+,10682224,0.00280308,0.0,2854,2846,8,7,1,gene,F29F11.6,0,10682330,4.57892,6808,10675416,106,10682224,0,-106
V,+,10702352,0.0,0.0,212,212,0,0,0,gene,C05A2.1,0,10702367,0.476813,16048,10686304,15,10702352,0,-15
V,+,10736919,0.00404858,0.0,741,738,3,3,3,gene,ZC302.2,0,10736920,0.649079,32210,10704709,1,10736919,0,-1
V,+,10758761,0.0,0.0,487,487,0,0,5,gene,F28H7.8,0,10758762,0.479138,10020,10748741,1,10758763,2,1
V,+,10764168,0.0,0.0625,4,4,0,0,0,gene,F28H7.10,0,10764168,0.0628143,3725,10760443,0,10764169,1,1
V,+,10768145,0.0,0.5,1,1,0,0,2,gene,F28H7.10,0,10768174,0.0628143,7702,10760443,29,10768175,30,1
V,+,10770154,0.0,0.0625,4,4,0,0,29,gene,D1054.2,1,10770184,5.75424,1896,10768258,30,10770172,18,-12
V,+,10770172,0.00908575,0.0,1761,1745,16,15,29,gene,D1054.2,1,10770184,5.75424,1914,10768258,12,10770172,0,-12
V,+,10771255,0.948379,0.0,833,43,790,521,5,gene,D1054.3,2,10771266,2.40353,102,10771153,11,10771255,0,-11
V,+,10813917,0.0,5.87747e-39,127,127,0,0,0,gene,C29A12.3,0,10813951,1.05676,1607,10812310,34,10813917,0,-34
V,+,10824817,0.0588235,0.0001297,17,16,1,0,2,gene,C29A12.4,0,10824827,0.187351,8294,10816523,10,10824828,11,1
V,+,10841838,0.0,1.49012e-08,26,26,0,0,0,gene,C29A12.7,0,10841856,None,25315,10816523,18,10841740,-98,-116
V,+,10880644,0.0,9.31323e-10,30,30,0,0,0,gene,F32D8.1,0,10880681,0.0949707,28338,10852306,37,10880682,38,1
V,+,10886775,0.0,5.42101e-20,64,64,0,0,24,gene,F32D8.3,0,10886838,0.407279,731,10886044,63,10886775,0,-63
V,+,10894709,0.0,0.125,3,3,0,0,216,gene,F32D8.5,0,10894731,0.726422,7065,10887644,22,10894672,-37,-59
V,+,10903859,0.0,5.96046e-08,24,24,0,0,0,gene,F32D8.15,0,10903863,None,3353,10900506,4,10903864,5,1
V,+,10925127,0.0,0.0,394,394,0,0,2,gene,F58B4.6,0,10925138,0.658985,18583,10906544,11,10925139,12,1
V,+,10925138,0.0,0.0625,4,4,0,0,456,gene,F58B4.6,0,10925138,0.658985,18594,10906544,0,10925139,1,1
V,+,10929616,0.00155885,0.0,1283,1281,2,1,4,gene,F58B4.3,0,10929616,0.853285,2953,10926663,0,10929617,1,1
V,+,10941255,0.00176211,0.0,1135,1133,2,1,89,gene,F17C11.1,0,10941367,2.32908,2772,10938483,112,10941255,0,-112
V,+,10941408,0.0,0.0625,4,4,0,0,1,gene,F17C11.1,0,10941410,2.32908,2925,10938483,2,10941408,0,-2
V,+,10942365,0.0,0.00390625,8,8,0,0,0,gene,F17C11.17,0,10942379,None,3882,10938483,14,10942363,-2,-16
V,+,10942841,0.0,0.000976562,10,10,0,0,607,gene,F17C11.17,0,10942963,None,4358,10938483,122,10942363,-478,-600
V,+,10948035,0.00356779,0.0,1962,1955,7,1,5,gene,F17C11.2,0,10948083,2.62857,3875,10944160,48,10948035,0,-48
V,+,10949617,0.0,0.03125,5,5,0,0,1,gene,F17C11.3,0,10949817,0.304414,733,10948884,200,10949703,86,-114
V,+,10949815,0.0,0.00195312,9,9,0,0,11,gene,F17C11.3,0,10949817,0.304414,931,10948884,2,10949703,-112,-114
V,+,10951625,0.0,9.53674e-07,20,20,0,0,3,gene,F17C11.4,0,10951638,1.76101,5,10951620,13,10951786,161,148
V,+,10951859,0.0,3.8147e-06,18,18,0,0,188,gene,F17C11.4,0,10951889,1.76101,239,10951620,30,10951786,-73,-103
V,+,10951867,0.0,0.00390625,8,8,0,0,146,gene,F17C11.4,0,10951889,1.76101,247,10951620,22,10951786,-81,-103
V,+,10954926,0.0,1.4013e-45,149,149,0,0,98,gene,F17C11.6,0,10954934,0.527043,1649,10953277,8,10954926,0,-8
V,+,10965780,0.0,7.62939e-06,17,17,0,0,1,gene,F17C11.9,0,10965786,42.8987,9084,10956696,6,10965780,0,-6
V,+,10991900,0.0,2.77556e-17,55,55,0,0,0,gene,F53B7.2,0,10991903,0.071051,22356,10969544,3,10991904,4,1
V,+,10998909,0.0,6.61744e-24,77,77,0,0,22,gene,F53B7.7,0,10998927,0.400083,4136,10994773,18,10998922,13,-5
V,+,11050541,0.0,0.03125,5,5,0,0,4,gene,C45B11.7,0,11050648,None,18,11050523,107,11050167,-374,-481
V,+,11053935,0.00217865,0.0,459,458,1,1,7,gene,T04C12.7,0,11053942,0.715289,1024,11052911,7,11053943,8,1
V,+,11080858,0.0116279,0.0,1290,1275,15,12,5,gene,T04C12.6,0,11080878,34.4741,25753,11055105,20,11080858,0,-20
V,+,11105280,0.0,0.00195312,9,9,0,0,1,gene,Y42A5A.4,0,11105304,0.106387,7496,11097784,24,11105305,25,1
V,+,11113720,0.00591716,0.0,507,504,3,2,0,gene,H19N07.2,0,11113849,2.08059,6581,11107139,129,11113720,0,-129
V,+,11124109,0.00573066,0.0,349,347,2,2,3,gene,C06H2.6,1,11124112,3.31977,5485,11118624,3,11124109,0,-3
V,+,11125028,0.803371,4.08621e-17,178,35,143,88,1,gene,C06H2.2,2,11125037,0.383673,169,11124859,9,11125028,0,-9
V,+,11127298,0.909091,0.00537109,11,1,10,8,0,gene,C06H2.3,3,11127302,0.244078,184,11127114,4,11127303,5,1
V,+,11127303,0.674121,1.83655e-10,313,102,211,136,0,gene,C06H2.3,3,11127398,0.244078,189,11127114,95,11127303,0,-95
V,+,11134408,0.153846,0.00952148,13,11,2,0,0,gene,C06H2.5,0,11134414,0.18878,4521,11129887,6,11134415,7,1
V,+,11141291,0.0,8.47033e-22,70,70,0,0,1,gene,C06H2.4,0,11141303,0.174269,678,11140613,12,11141304,13,1
V,+,11149511,0.0,0.0,389,389,0,0,3,gene,T19C4.1,0,11149512,1.02971,1924,11147587,1,11149513,2,1
V,+,11172021,0.0037594,0.0,266,265,1,1,0,gene,T19C4.5,0,11172026,0.230481,20893,11151128,5,11172027,6,1
V,+,11183032,0.00291262,0.0,1030,1027,3,2,4,gene,VK10D6R.1,0,11183044,2.03413,8788,11174244,12,11183045,13,1
V,+,11191089,0.0,0.000976562,10,10,0,0,0,gene,K10D6.1,0,11191159,0.0375477,7640,11183449,70,11191089,0,-70
V,+,11211586,0.00286533,0.0,349,348,1,1,0,gene,K10D6.4,0,11211713,0.821097,10337,11201249,127,11211586,0,-127
V,+,11217462,0.0,0.00195312,9,9,0,0,10,gene,T19B10.1,0,11217546,0.280632,882,11216580,84,11217389,-73,-157
V,+,11221108,0.00119976,0.0,3334,3330,4,2,21,gene,T19B10.2,0,11221110,8.42373,1400,11219708,2,11221108,0,-2
V,+,11234456,0.0,0.0,517,517,0,0,3,gene,T19B10.5,0,11234476,0.728533,11824,11222632,20,11234150,-306,-326
V,+,11239481,0.0,2.91038e-11,35,35,0,0,2,gene,T19B10.7,1,11239511,0.77968,2247,11237234,30,11239511,30,0
V,+,11239511,0.0160643,0.0,249,245,4,4,19,gene,T19B10.7,1,11239511,0.77968,2277,11237234,0,11239511,0,0
V,+,11241687,0.856667,1.12805e-38,300,43,257,219,4,gene,T19B10.8,2,11241708,0.813051,102,11241585,21,11241709,22,1
V,+,11241696,0.923077,4.97064e-23,117,9,108,72,1091,gene,T19B10.8,2,11241708,0.813051,111,11241585,12,11241709,13,1
V,+,11241703,0.857143,0.0546875,7,1,6,5,1517,gene,T19B10.8,2,11241708,0.813051,118,11241585,5,11241709,6,1
V,+,11244645,0.928643,0.0,2999,214,2785,2057,2,gene,T19B10.11,3,11244653,3.78575,113,11244532,8,11244645,0,-8
V,+,11248182,0.0526316,3.62396e-05,19,18,1,0,0,gene,T19B10.9,0,11248198,0.0887799,2449,11245733,16,11247952,-230,-246
V,+,11271164,0.0,0.5,1,1,0,0,4,gene,C03E10.6,0,11271174,0.399657,1435,11269729,10,11271157,-7,-17
V,+,11282378,0.00350467,0.0,856,853,3,3,1,gene,C03E10.4,0,11282457,1.04356,4411,11277967,79,11282378,0,-79
V,+,11286625,0.0,0.5,1,1,0,0,1,gene,C03E10.3,0,11286650,0.0405744,780,11285845,25,11286812,187,162
V,+,11311230,0.0,2.32831e-10,32,32,0,0,3,gene,T03F7.7,0,11311327,0.532898,14862,11296368,97,11311328,98,1
V,+,11311264,0.0,5.16988e-26,84,84,0,0,62,gene,T03F7.7,0,11311327,0.532898,14896,11296368,63,11311328,64,1
V,+,11342039,0.000787402,0.0,1270,1269,1,1,1,gene,T02E9.5,0,11342056,4.26219,11452,11330587,17,11342039,0,-17
V,+,11375550,0.000316756,0.0,3157,3156,1,1,0,gene,F55C10.1,0,11375596,1.85379,30954,11344596,46,11375588,38,-8
V,+,11382913,0.0,0.0,423,423,0,0,1,gene,F55C10.5,0,11382915,1.3907,5085,11377828,2,11382916,3,1
V,+,11407390,0.0,0.0,195,195,0,0,21,gene,K03B8.6,0,11407390,0.800693,7020,11400370,0,11407390,0,0
V,+,11438576,0.0,2.06795e-25,82,82,0,0,0,gene,F57B7.1,0,11438623,0.380804,26001,11412575,47,11438576,0,-47
V,+,11459367,0.0,9.53674e-07,20,20,0,0,0,gene,T11F9.1,0,11459378,0.0204403,10316,11449051,11,11459386,19,8
V,+,11492627,0.0,0.125,3,3,0,0,0,gene,T11F9.21,0,11492706,None,441,11492186,79,11492562,-65,-144
V,+,11505161,0.0,1.17549e-38,126,126,0,0,0,gene,C55A6.10,1,11505167,0.55777,11942,11493219,6,11505161,0,-6
V,+,11508916,0.0,0.5,1,1,0,0,24,gene,C55A6.2,2,11508942,1.22017,838,11508078,26,11509032,116,90
V,+,11509032,0.574669,9.40687e-05,529,225,304,226,0,gene,C55A6.2,2,11509167,1.22017,954,11508078,135,11509032,0,-135
V,+,11527638,0.0,2.1684e-19,62,62,0,0,1,gene,F38B7.1,0,11527702,3.59497,4403,11523235,64,11527638,0,-64
V,+,11543769,0.0,0.0078125,7,7,0,0,18,gene,F38B7.2,0,11543824,0.284037,2745,11541024,55,11543741,-28,-83
V,+,11545432,0.0,0.0625,4,4,0,0,3,gene,F38B7.10,0,11545439,None,335,11545097,7,11545343,-89,-96
V,+,11546722,0.0,0.5,1,1,0,0,1,gene,F38B7.11,0,11546724,None,389,11546333,2,11546902,180,178
V,+,11549123,0.0,0.03125,5,5,0,0,53,gene,F38B7.3,0,11549127,0.625216,1160,11547963,4,11549108,-15,-19
V,+,11554444,0.00625,0.0,160,159,1,1,2,gene,F38B7.5,0,11554458,0.192079,415,11554029,14,11554609,165,151
V,+,11570289,0.0142857,5.92923e-20,70,69,1,1,114,gene,H12C20.6,0,11570299,0.424224,3711,11566578,10,11570243,-46,-56
V,+,11573247,0.0,0.0,569,569,0,0,9,gene,H12C20.3,0,11573266,1.16034,692,11572555,19,11573247,0,-19
V,+,11610554,0.0,1.19209e-07,23,23,0,0,379,gene,F35B12.5,0,11610564,0.97404,8389,11602165,10,11610515,-39,-49
V,+,11610563,0.0,5.82077e-11,34,34,0,0,558,gene,F35B12.5,0,11610564,0.97404,8398,11602165,1,11610515,-48,-49
V,+,11613114,0.0,3.15544e-30,98,98,0,0,4,gene,F35B12.6,0,11613115,0.315477,552,11612562,1,11613114,0,-1
V,+,11616183,0.00406298,0.0,3938,3922,16,11,13,gene,F35B12.7,0,11616183,11.3514,1503,11614680,0,11616090,-93,-93
V,+,11644567,0.00879121,0.0,455,451,4,3,7,gene,T27F2.3,1,11644569,2.73273,27935,11616632,2,11644567,0,-2
V,+,11645288,0.961511,0.0,1403,54,1349,1068,2,gene,T27F2.1,2,11645304,1.67545,117,11645171,16,11645288,0,-16
V,+,11667835,0.0,1.19209e-07,23,23,0,0,4,gene,F46F3.3,0,11667875,0.102621,17901,11649934,40,11667835,0,-40
V,+,11675751,0.0106383,0.0,564,558,6,4,0,gene,F46F3.4,0,11675768,1.92196,6583,11669168,17,11675749,-2,-19
V,+,11688134,0.0,0.03125,5,5,0,0,0,gene,W05E10.2,0,11688222,0.125573,3054,11685080,88,11688223,89,1
V,+,11740050,0.0,3.00927e-36,118,118,0,0,11,gene,T04F3.1,0,11740124,0.493043,50962,11689088,74,11740037,-13,-87
V,+,11757469,0.0,5.42101e-20,64,64,0,0,2,gene,T04F3.2,0,11757474,0.218836,3469,11754000,5,11757475,6,1
V,+,11764711,0.00808081,0.0,495,491,4,4,0,gene,F55A11.2,1,11764718,1.35733,3010,11761701,7,11764711,0,-7
V,+,11767135,0.939286,0.0,560,34,526,348,2,gene,F55A11.3,2,11767150,2.33453,106,11767029,15,11767134,-1,-16
V,+,11770281,0.102273,1.84613e-15,88,79,9,7,3,gene,F55A11.4,3,11770310,None,575,11769706,29,11770339,58,29
V,+,11771055,0.0,7.34684e-40,130,130,0,0,1,gene,F55A11.4,3,11771061,None,1349,11769706,6,11771053,-2,-8
V,+,11781064,0.0,0.0,302,302,0,0,0,gene,F55A11.6,0,11781257,0.857446,3403,11777661,193,11781258,194,1
V,+,11782608,0.0,0.03125,5,5,0,0,1,gene,F55A11.11,0,11782612,0.457462,719,11781889,4,11782608,0,-4
V,+,11782917,0.0,0.5,1,1,0,0,2,gene,F55A11.11,0,11782942,0.457462,28,11782889,25,11782917,0,-25
V,+,11787963,0.00322581,0.0,620,618,2,2,0,gene,F55A11.8,0,11787993,0.383125,3561,11784402,30,11787963,0,-30
V,+,11795456,0.0,0.5,1,1,0,0,0,gene,D2023.1,0,11795528,1.09568,841,11794615,72,11795456,0,-72
V,+,11799652,0.0,0.0,442,442,0,0,2,gene,D2023.1,0,11799687,1.09568,5037,11794615,35,11799652,0,-35
V,+,11827155,0.0,0.000488281,11,11,0,0,27,gene,D2023.6,0,11827173,0.552705,26805,11800350,18,11827131,-24,-42
V,+,11827165,0.2,0.15625,5,4,1,1,106,gene,D2023.6,0,11827173,0.552705,26815,11800350,8,11827131,-34,-42
V,+,11833433,0.0263158,1.38243e-10,38,37,1,1,3,gene,R13H4.3,0,11833450,0.188759,2407,11831026,17,11833448,15,-2
V,+,11845683,0.0206186,0.0,291,285,6,5,0,gene,R13H4.4,0,11845683,1.35755,5571,11840112,0,11845683,0,0
V,+,11860481,0.0,0.0,230,230,0,0,8,gene,R13H4.5,0,11860489,0.743469,8466,11852015,8,11860481,0,-8
V,+,11875166,0.0,1.86265e-09,29,29,0,0,2,gene,K12G11.1,0,11875173,0.0800566,10555,11864611,7,11875166,0,-7
V,+,11879838,0.0,6.10352e-05,14,14,0,0,0,gene,K12G11.2,0,11879873,0.0640668,898,11878940,35,11879874,36,1
V,+,11900914,0.00584795,0.0,342,340,2,2,0,gene,R31.1,1,11901155,1.74474,5130,11895784,241,11900914,0,-241
V,+,11917370,0.0516129,0.0,310,294,16,7,1,gene,R31.2,2,11917378,3.54229,961,11916409,8,11917370,0,-8
V,+,11919963,0.0,8.88178e-16,50,50,0,0,2,gene,R31.2,2,11920181,3.54229,3554,11916409,218,11919963,0,-218
V,+,11923144,0.00605327,0.0,826,821,5,5,2,gene,R31.2,2,11923161,3.54229,6735,11916409,17,11923144,0,-17
V,+,11933771,0.00441826,0.0,679,676,3,3,13,gene,F58H1.3,1,11933783,0.556684,3972,11929799,12,11933429,-342,-354
V,+,11933782,0.0,0.0625,4,4,0,0,739,gene,F58H1.3,1,11933783,0.556684,3983,11929799,1,11933429,-353,-354
V,+,11934954,0.972477,3.23455e-28,109,3,106,69,0,gene,F58H1.8,2,11934954,None,90,11934864,0,11934955,1,1
V,+,11958199,0.0,0.0,170,170,0,0,1,gene,F58H1.5,0,11958201,0.598684,13777,11944422,2,11958199,0,-2
V,+,12002851,0.0,0.5,1,1,0,0,1,gene,F57F5.1,0,12002979,21.9561,6478,11996373,128,12002834,-17,-145
V,+,12021061,0.0,0.03125,5,5,0,0,34,gene,F10C2.3,0,12021236,0.0662486,16655,12004406,175,12020999,-62,-237
V,+,12041414,0.00124069,0.0,806,805,1,1,124,gene,F10C2.4,1,12041415,0.672629,5768,12035646,1,12041413,-1,-2
V,+,12045238,0.964706,2.55314e-21,85,3,82,51,1,gene,F10C2.5,2,12045295,0.308837,99,12045139,57,12045238,0,-57
V,+,12048551,0.969697,2.90702e-17,66,2,64,49,0,gene,F10C2.6,3,12048551,0.314139,114,12048437,0,12048551,0,0
V,+,12087040,0.00840336,0.0,357,354,3,1,1,gene,R07B7.11,0,12087043,0.648397,871,12086169,3,12087040,0,-3
V,+,12091468,0.0,4.65661e-10,31,31,0,0,0,gene,R07B7.12,0,12091490,0.000888632,2700,12088768,22,12091491,23,1
V,+,12101099,0.0,2.38419e-07,22,22,0,0,1,gene,C13C4.2,0,12101111,0.23172,1204,12099895,12,12101099,0,-12
V,+,12103792,1.0,0.5,1,0,1,0,0,gene,C13C4.1,0,12103920,0.110242,591,12103201,128,12104234,442,314
V,+,12114799,0.0,0.0,357,357,0,0,35,gene,C13C4.5,0,12114806,0.594441,5856,12108943,7,12114799,0,-7
V,+,12121382,0.0,1.45519e-11,36,36,0,0,16,gene,C13C4.6,0,12121394,0.0567647,2859,12118523,12,12121475,93,81
V,+,12132754,0.0,2.38419e-07,22,22,0,0,1,gene,C27A7.1,0,12132759,0.238636,8013,12124741,5,12132751,-3,-8
V,+,12133294,0.0,0.00195312,9,9,0,0,0,gene,C27A7.1,0,12133373,0.238636,8553,12124741,79,12133294,0,-79
V,+,12138362,0.0,0.5,1,1,0,0,5,gene,C27A7.2,0,12138367,0.0262692,1161,12137201,5,12138057,-305,-310
V,+,12141230,0.0,0.25,2,2,0,0,0,gene,C27A7.3,0,12141251,0.051541,1108,12140122,21,12141230,0,-21
V,+,12152982,0.0,3.55271e-15,48,48,0,0,293,gene,C27A7.8,0,12153007,0.682817,8886,12144096,25,12152882,-100,-125
V,+,12184847,0.0,0.125,3,3,0,0,0,gene,ZK863.5,0,12184902,0.0618931,18616,12166231,55,12184755,-92,-147
V,+,12191325,0.012352,0.0,1943,1919,24,19,5,gene,ZK863.6,1,12191343,8.22943,5198,12186127,18,12191325,0,-18
V,+,12192081,0.953297,0.0,364,17,347,227,1,gene,ZK863.7,2,12192117,1.80702,102,12191979,36,12192081,0,-36
V,+,12194313,0.841379,0.0,1015,161,854,657,52,gene,ZK836.2,3,12194341,1.27461,57,12194256,28,12194313,0,-28
V,+,12213133,0.0,2.64698e-23,75,75,0,0,0,gene,K12F2.2,0,12213137,0.686272,7833,12205300,4,12213133,0,-4
V,+,12215521,0.0,0.5,1,1,0,0,0,gene,K12F2.2,0,12215547,0.686272,10221,12205300,26,12215521,0,-26
V,+,12216343,0.0,0.25,2,2,0,0,0,gene,K12F2.2,0,12216345,0.686272,11043,12205300,2,12216343,0,-2
V,+,12219744,0.0,4.33681e-19,61,61,0,0,0,gene,K12F2.2,0,12219843,0.686272,14444,12205300,99,12219744,0,-99
V,+,12221947,0.0,1.19209e-07,23,23,0,0,0,gene,K12F2.2,0,12221997,0.686272,16647,12205300,50,12221947,0,-50
V,+,12246391,0.004329,0.0,231,230,1,1,0,gene,T04H1.4,1,12246421,0.513195,4643,12241748,30,12246391,0,-30
V,+,12251147,0.885057,0.0,435,50,385,287,1,gene,T04H1.5,2,12251152,0.5789,108,12251039,5,12251145,-2,-7
V,+,12256472,0.0,0.5,1,1,0,0,4,gene,T04H1.7,0,12256508,0.0997516,1216,12255256,36,12256472,0,-36
V,+,12261604,0.0,0.0,262,262,0,0,0,gene,T04H1.9,0,12261609,0.31638,593,12261011,5,12261610,6,1
V,+,12271679,0.0,0.0,201,201,0,0,36,gene,F55C5.4,0,12271689,0.831726,6370,12265309,10,12271690,11,1
V,+,12302290,0.00119048,0.0,840,839,1,1,4,gene,C51F7.1,0,12302346,2.02021,8590,12293700,56,12302290,0,-56
V,+,12318433,0.00272079,0.0,23155,23092,63,55,0,gene,R04F11.2,0,12318517,29.3883,10659,12307774,84,12318433,0,-84
V,+,12345743,0.0,2.32831e-10,32,32,0,0,0,gene,F23H12.3,0,12345759,0.321908,25716,12320027,16,12345741,-2,-18
V,+,12358453,0.0,5.42101e-20,64,64,0,0,0,gene,F23H12.5,0,12358510,0.435724,4335,12354118,57,12358453,0,-57
V,+,12365325,0.0,0.5,1,1,0,0,0,gene,F23H12.9,0,12365374,2.68344,1831,12363494,49,12365325,0,-49
V,+,12397653,0.0,3.23117e-27,88,88,0,0,1,gene,K01D12.5,0,12397655,0.427465,11082,12386571,2,12397656,3,1
V,+,12418398,0.0139594,0.0,788,777,11,7,0,gene,C54D10.3,0,12418407,2.815,11480,12406918,9,12418398,0,-9
V,+,12429151,0.0,1.77636e-15,49,49,0,0,1,gene,C54D10.5,0,12429162,0.118399,9924,12419227,11,12429163,12,1
V,+,12450613,0.00288184,0.0,347,346,1,1,5,gene,F28C1.1,0,12450615,0.492134,2103,12448510,2,12450613,0,-2
V,+,12468489,0.0,2.84217e-14,45,45,0,0,8,gene,F28C1.3,0,12468490,0.67386,15347,12453142,1,12468489,0,-1
V,+,12478219,0.00123457,0.0,1620,1618,2,2,0,gene,W04D2.1,1,12478221,2.06338,4883,12473336,2,12478219,0,-2
V,+,12489266,0.0,2.46519e-32,105,105,0,0,0,gene,W04D2.3,0,12489270,0.158975,1962,12487304,4,12489266,0,-4
V,+,12498061,0.00963855,0.0,415,411,4,3,2,gene,W04D2.6,1,12498098,1.74317,5114,12492947,37,12498061,0,-37
V,+,12500309,0.0,0.5,1,1,0,0,30,gene,W04D2.6,1,12500313,1.74317,7362,12492947,4,12499887,-422,-426
V,+,12503574,1.0,0.125,3,0,3,2,5,gene,T28H10.1,2,12503610,0.136544,25,12503549,36,12503611,37,1
V,+,12503607,0.887755,3.53551e-16,98,11,87,49,2,gene,T28H10.1,2,12503610,0.136544,58,12503549,3,12503611,4,1
V,+,12512969,0.0,0.00195312,9,9,0,0,338,gene,T28H10.3,0,12513012,3.26162,8057,12504912,43,12512827,-142,-185
V,+,12540846,0.0,0.0,169,169,0,0,1,gene,F45D3.2,0,12540883,0.782527,12921,12527925,37,12540846,0,-37
V,+,12560538,0.0015748,0.0,635,634,1,1,4,gene,F45D3.5,1,12560538,1.6723,17757,12542781,0,12560538,0,0
V,+,12563293,0.916139,0.0,632,53,579,399,1,gene,E02A10.1,2,12563346,2.01159,104,12563189,53,12563293,0,-53
V,+,12579420,0.0,4.44089e-16,51,51,0,0,0,gene,E02A10.5,0,12579479,None,13833,12565587,59,12579480,60,1
V,+,12599999,0.0157068,0.0,191,188,3,3,1,gene,C14C10.5,1,12600092,1.31737,10546,12589453,93,12600093,94,1
V,+,12600083,0.0425532,7.68097e-12,47,45,2,2,20,gene,C14C10.5,1,12600092,1.31737,10630,12589453,9,12600093,10,1
V,+,12607220,0.938053,3.719e-24,113,7,106,64,11,gene,C14C10.6,2,12607221,0.46979,110,12607110,1,12607222,2,1
V,+,12637470,0.000425742,0.0,44628,44609,19,13,24,gene,F56H9.2,0,12637492,58.8382,8925,12628545,22,12637468,-2,-24
V,+,12668034,0.0,2.84217e-14,45,45,0,0,0,gene,W05B10.4,0,12668038,0.369597,9496,12658538,4,12668033,-1,-5
V,+,12690315,0.0,0.000488281,11,11,0,0,0,gene,K10C8.2,0,12690320,0.0508918,17781,12672534,5,12690313,-2,-7
V,+,12696051,0.0,0.25,2,2,0,0,22,gene,K10C8.4,0,12696157,0.123468,3781,12692270,106,12696032,-19,-125
V,+,12696076,0.0,5.96046e-08,24,24,0,0,18,gene,K10C8.4,0,12696157,0.123468,3806,12692270,81,12696032,-44,-125
V,+,12697666,0.00799087,0.0,876,869,7,6,21,gene,K10C8.3,1,12697681,1.9381,999,12696667,15,12697666,0,-15
V,+,12703253,0.00714286,1.00445e-40,140,139,1,1,12,gene,K10C8.3,1,12703262,1.9381,6586,12696667,9,12703251,-2,-11
V,+,12704190,0.939655,5.61258e-25,116,7,109,74,9,gene,R11D1.1,2,12704196,0.455118,110,12704080,6,12704190,0,-6
V,+,12728439,0.025,1.79913e-41,160,156,4,4,1,gene,R11D1.9,1,12728539,1.20817,1000,12727439,100,12728439,0,-100
V,+,12729328,0.931818,1.75107e-18,88,6,82,57,32,gene,R11D1.10,2,12729328,0.447759,104,12729224,0,12729328,0,0
V,+,12741849,0.00167616,0.0,2983,2978,5,5,1,gene,C15C8.3,0,12741877,5.22039,830,12741019,28,12741849,0,-28
V,+,12763753,0.0105105,0.0,666,659,7,5,0,gene,F18E2.3,0,12763788,1.20019,13982,12749771,35,12763753,0,-35
V,+,12769061,0.0,0.25,2,2,0,0,1,gene,F18E2.4,0,12769075,0.0115692,1320,12767741,14,12769076,15,1
V,+,12773228,0.0,0.000976562,10,10,0,0,2,gene,F18E2.6,0,12773329,0.0149965,2575,12770653,101,12773330,102,1
V,+,12775185,0.0,7.62939e-06,17,17,0,0,0,gene,ZC455.1,0,12775185,0.184508,4532,12770653,0,12775186,1,1
V,+,12835272,0.0,0.5,1,1,0,0,0,gene,C44H9.4,0,12835327,0.0450423,1128,12834144,55,12835515,243,188
V,+,12835501,0.0,0.000488281,11,11,0,0,0,gene,C44H9.4,0,12835514,0.0450423,1357,12834144,13,12835515,14,1
V,+,12859341,0.00287356,0.0,348,347,1,1,0,gene,T07F10.1,0,12859375,0.426216,19751,12839590,34,12859341,0,-34
V,+,12878324,0.0277778,6.29104e-28,108,105,3,2,1,gene,T07F10.4,0,12878352,0.776723,11997,12866327,28,12878324,0,-28
V,+,12909921,0.00446429,0.0,224,223,1,0,1,gene,F54F3.1,0,12909925,1.42584,28013,12881908,4,12909921,0,-4
