,chr,source,feature,start,end,score,strand,frame,gene_name,gene_id,gene_version,gene_source,gene_biotype,transcript_id,transcript_source,transcript_biotype,exon_number,exon_id
2842,V,WormBase,exon,363313,363705,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1a.1,WormBase,protein_coding,6.0,T22H9.1a.1.e6
2847,V,WormBase,exon,359766,359846,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,1.0,T22H9.1b.1.e1
2848,V,WormBase,exon,360149,360198,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,2.0,T22H9.1b.1.e2
2849,V,WormBase,exon,360268,360346,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,3.0,T22H9.1b.1.e3
2852,V,WormBase,exon,360993,361130,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,4.0,T22H9.1a.1.e3
2854,V,WormBase,exon,361185,361687,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,5.0,T22H9.1a.1.e4
2856,V,WormBase,exon,362820,362991,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,6.0,T22H9.1a.1.e5
2858,V,WormBase,exon,363313,363705,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.1,WormBase,protein_coding,7.0,T22H9.1a.1.e6
2866,V,WormBase,exon,360212,360346,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.2,WormBase,protein_coding,1.0,T22H9.1b.2.e1
2869,V,WormBase,exon,360993,361130,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.2,WormBase,protein_coding,2.0,T22H9.1a.1.e3
2871,V,WormBase,exon,361185,361687,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.2,WormBase,protein_coding,3.0,T22H9.1a.1.e4
2873,V,WormBase,exon,362820,362991,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.2,WormBase,protein_coding,4.0,T22H9.1a.1.e5
2875,V,WormBase,exon,363313,363705,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1b.2,WormBase,protein_coding,5.0,T22H9.1a.1.e6
2882,V,WormBase,exon,364950,365007,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,1.0,Y39D8B.2.1.e1
2885,V,WormBase,exon,365055,365308,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,2.0,Y39D8B.2.1.e2
2887,V,WormBase,exon,365361,365557,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,3.0,Y39D8B.2.1.e3
2889,V,WormBase,exon,366343,366506,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,4.0,Y39D8B.2.1.e4
2891,V,WormBase,exon,366556,366850,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,5.0,Y39D8B.2.1.e5
2893,V,WormBase,exon,366895,367045,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,6.0,Y39D8B.2.1.e6
2895,V,WormBase,exon,367174,367428,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,7.0,Y39D8B.2.1.e7
2897,V,WormBase,exon,367475,367813,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,8.0,Y39D8B.2.1.e8
2899,V,WormBase,exon,367869,368069,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,9.0,Y39D8B.2.1.e9
2901,V,WormBase,exon,368534,369088,.,+,.,mltn-6,WBGene00021450,1,WormBase,protein_coding,Y39D8B.2.1,WormBase,protein_coding,10.0,Y39D8B.2.1.e10
2906,V,WormBase,exon,370333,370421,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,1.0,Y39D8B.1a.1.e1
2909,V,WormBase,exon,370854,371184,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,2.0,Y39D8B.1a.1.e2
2911,V,WormBase,exon,371241,371754,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,3.0,Y39D8B.1a.1.e3
2913,V,WormBase,exon,372127,372229,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,4.0,Y39D8B.1a.1.e4
2915,V,WormBase,exon,372274,372392,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,5.0,Y39D8B.1a.1.e5
2917,V,WormBase,exon,372442,372612,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,6.0,Y39D8B.1a.1.e6
2919,V,WormBase,exon,372675,372842,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,7.0,Y39D8B.1a.1.e7
2921,V,WormBase,exon,372992,373192,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,8.0,Y39D8B.1a.1.e8
2923,V,WormBase,exon,373246,373800,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1a.1,WormBase,protein_coding,9.0,Y39D8B.1a.1.e9
2928,V,WormBase,exon,371066,371184,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,1.0,Y39D8B.1b.1.e1
2931,V,WormBase,exon,371241,371754,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,2.0,Y39D8B.1a.1.e3
2933,V,WormBase,exon,372127,372229,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,3.0,Y39D8B.1a.1.e4
2935,V,WormBase,exon,372274,372392,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,4.0,Y39D8B.1a.1.e5
2937,V,WormBase,exon,372442,372612,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,5.0,Y39D8B.1a.1.e6
2939,V,WormBase,exon,372675,372842,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,6.0,Y39D8B.1a.1.e7
2941,V,WormBase,exon,372992,373192,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,7.0,Y39D8B.1a.1.e8
2943,V,WormBase,exon,373246,373800,.,+,.,mltn-7,WBGene00021449,1,WormBase,protein_coding,Y39D8B.1b.1,WormBase,protein_coding,8.0,Y39D8B.1a.1.e9
2948,V,WormBase,exon,372721,373263,.,-,.,Y39D8B.4,WBGene00196358,1,WormBase,ncRNA,Y39D8B.4,WormBase,ncRNA,1.0,Y39D8B.4.e1
2951,V,WormBase,exon,380241,380286,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,1.0,Y39D8B.3.1.e1
2954,V,WormBase,exon,379634,379830,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,2.0,Y39D8B.3.1.e2
2956,V,WormBase,exon,379386,379585,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,3.0,Y39D8B.3.1.e3
2958,V,WormBase,exon,378965,379128,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,4.0,Y39D8B.3.1.e4
2960,V,WormBase,exon,378617,378911,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,5.0,Y39D8B.3.1.e5
2962,V,WormBase,exon,377717,377867,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,6.0,Y39D8B.3.1.e6
2964,V,WormBase,exon,377540,377666,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,7.0,Y39D8B.3.1.e7
2966,V,WormBase,exon,376899,377023,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,8.0,Y39D8B.3.1.e8
2968,V,WormBase,exon,375849,376187,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,9.0,Y39D8B.3.1.e9
2970,V,WormBase,exon,375247,375447,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,10.0,Y39D8B.3.1.e10
2972,V,WormBase,exon,374408,374962,.,-,.,mltn-8,WBGene00021451,1,WormBase,protein_coding,Y39D8B.3.1,WormBase,protein_coding,11.0,Y39D8B.3.1.e11
2977,V,WormBase,exon,376896,377045,.,+,.,Y39D8B.5,WBGene00201032,1,WormBase,ncRNA,Y39D8B.5,WormBase,ncRNA,1.0,Y39D8B.5.e1
2980,V,WormBase,exon,381901,382122,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,1.0,ZK6.8.1.e1
2983,V,WormBase,exon,382851,383038,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,2.0,ZK6.8.1.e2
2985,V,WormBase,exon,383102,383330,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,3.0,ZK6.8.1.e3
2987,V,WormBase,exon,383401,383720,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,4.0,ZK6.8.1.e4
2989,V,WormBase,exon,383771,383942,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,5.0,ZK6.8.1.e5
2991,V,WormBase,exon,384121,384256,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,6.0,ZK6.8.1.e6
2993,V,WormBase,exon,384305,384688,.,+,.,ZK6.8,WBGene00022643,1,WormBase,protein_coding,ZK6.8.1,WormBase,protein_coding,7.0,ZK6.8.1.e7
3000,V,WormBase,exon,385713,385838,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.1,WormBase,protein_coding,1.0,ZK6.7a.1.e1
3003,V,WormBase,exon,385885,385984,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.1,WormBase,protein_coding,2.0,ZK6.7a.1.e2
3005,V,WormBase,exon,386484,386953,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.1,WormBase,protein_coding,3.0,ZK6.7a.1.e3
3007,V,WormBase,exon,387043,387342,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.1,WormBase,protein_coding,4.0,ZK6.7a.1.e4
3009,V,WormBase,exon,387391,387528,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.1,WormBase,protein_coding,5.0,ZK6.7a.1.e5
3011,V,WormBase,exon,387580,387740,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.1,WormBase,protein_coding,6.0,ZK6.7a.1.e6
3017,V,WormBase,exon,385713,385838,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.1,WormBase,protein_coding,1.0,ZK6.7a.1.e1
3020,V,WormBase,exon,385885,385984,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.1,WormBase,protein_coding,2.0,ZK6.7a.1.e2
3022,V,WormBase,exon,386484,386953,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.1,WormBase,protein_coding,3.0,ZK6.7a.1.e3
3024,V,WormBase,exon,387043,387342,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.1,WormBase,protein_coding,4.0,ZK6.7a.1.e4
3026,V,WormBase,exon,387391,387528,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.1,WormBase,protein_coding,5.0,ZK6.7a.1.e5
3028,V,WormBase,exon,387580,387740,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.1,WormBase,protein_coding,6.0,ZK6.7a.1.e6
3034,V,WormBase,exon,385737,385838,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.2,WormBase,protein_coding,1.0,ZK6.7a.2.e1
3037,V,WormBase,exon,385885,385984,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.2,WormBase,protein_coding,2.0,ZK6.7a.1.e2
3039,V,WormBase,exon,386484,386953,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.2,WormBase,protein_coding,3.0,ZK6.7a.1.e3
3041,V,WormBase,exon,387043,387342,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.2,WormBase,protein_coding,4.0,ZK6.7a.1.e4
3043,V,WormBase,exon,387391,387528,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.2,WormBase,protein_coding,5.0,ZK6.7a.1.e5
3045,V,WormBase,exon,387580,388090,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7a.2,WormBase,protein_coding,6.0,ZK6.7a.2.e6
3051,V,WormBase,exon,385737,385838,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.2,WormBase,protein_coding,1.0,ZK6.7a.2.e1
3054,V,WormBase,exon,385885,385984,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.2,WormBase,protein_coding,2.0,ZK6.7a.1.e2
3056,V,WormBase,exon,386484,386953,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.2,WormBase,protein_coding,3.0,ZK6.7a.1.e3
3058,V,WormBase,exon,387043,387342,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.2,WormBase,protein_coding,4.0,ZK6.7a.1.e4
3060,V,WormBase,exon,387391,387528,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.2,WormBase,protein_coding,5.0,ZK6.7a.1.e5
3062,V,WormBase,exon,387580,388090,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7c.2,WormBase,protein_coding,6.0,ZK6.7a.2.e6
3068,V,WormBase,exon,385752,385838,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7b,WormBase,ncRNA,1.0,ZK6.7b.e1
3069,V,WormBase,exon,385885,385984,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7b,WormBase,ncRNA,2.0,ZK6.7b.e2
3070,V,WormBase,exon,386484,386953,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7b,WormBase,ncRNA,3.0,ZK6.7b.e3
3071,V,WormBase,exon,387043,387342,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7b,WormBase,ncRNA,4.0,ZK6.7b.e4
3072,V,WormBase,exon,387404,387528,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7b,WormBase,ncRNA,5.0,ZK6.7b.e5
3073,V,WormBase,exon,387580,387696,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7b,WormBase,ncRNA,6.0,ZK6.7b.e6
3075,V,WormBase,exon,386525,386953,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7d.1,WormBase,protein_coding,1.0,ZK6.7d.1.e1
3078,V,WormBase,exon,387043,387342,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7d.1,WormBase,protein_coding,2.0,ZK6.7a.1.e4
3080,V,WormBase,exon,387391,387528,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7d.1,WormBase,protein_coding,3.0,ZK6.7a.1.e5
3082,V,WormBase,exon,387580,388090,.,+,.,lipl-5,WBGene00022642,1,WormBase,protein_coding,ZK6.7d.1,WormBase,protein_coding,4.0,ZK6.7a.2.e6
3088,V,WormBase,exon,388697,388908,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,1.0,ZK6.6.1.e1
3091,V,WormBase,exon,389369,389556,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,2.0,ZK6.6.1.e2
3093,V,WormBase,exon,389602,389698,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,3.0,ZK6.6.1.e3
3095,V,WormBase,exon,389758,389889,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,4.0,ZK6.6.1.e4
3097,V,WormBase,exon,389942,390072,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,5.0,ZK6.6.1.e5
3099,V,WormBase,exon,390656,390844,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,6.0,ZK6.6.1.e6
3101,V,WormBase,exon,390896,391067,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,7.0,ZK6.6.1.e7
3103,V,WormBase,exon,391129,391264,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,8.0,ZK6.6.1.e8
3105,V,WormBase,exon,391316,391598,.,+,.,ZK6.6,WBGene00022641,1,WormBase,protein_coding,ZK6.6.1,WormBase,protein_coding,9.0,ZK6.6.1.e9
3112,V,WormBase,exon,392628,392709,.,+,.,nhr-254,WBGene00022640,1,WormBase,protein_coding,ZK6.5.1,WormBase,protein_coding,1.0,ZK6.5.1.e1
3115,V,WormBase,exon,393536,393632,.,+,.,nhr-254,WBGene00022640,1,WormBase,protein_coding,ZK6.5.1,WormBase,protein_coding,2.0,ZK6.5.1.e2
3117,V,WormBase,exon,393679,394293,.,+,.,nhr-254,WBGene00022640,1,WormBase,protein_coding,ZK6.5.1,WormBase,protein_coding,3.0,ZK6.5.1.e3
3119,V,WormBase,exon,394855,395117,.,+,.,nhr-254,WBGene00022640,1,WormBase,protein_coding,ZK6.5.1,WormBase,protein_coding,4.0,ZK6.5.1.e4
3125,V,WormBase,exon,396827,396889,.,+,.,nhr-253,WBGene00022639,1,WormBase,protein_coding,ZK6.4.1,WormBase,protein_coding,1.0,ZK6.4.1.e1
3128,V,WormBase,exon,397326,397422,.,+,.,nhr-253,WBGene00022639,1,WormBase,protein_coding,ZK6.4.1,WormBase,protein_coding,2.0,ZK6.4.1.e2
3130,V,WormBase,exon,397473,398087,.,+,.,nhr-253,WBGene00022639,1,WormBase,protein_coding,ZK6.4.1,WormBase,protein_coding,3.0,ZK6.4.1.e3
3132,V,WormBase,exon,398494,398756,.,+,.,nhr-253,WBGene00022639,1,WormBase,protein_coding,ZK6.4.1,WormBase,protein_coding,4.0,ZK6.4.1.e4
3137,V,WormBase,exon,400192,400430,.,+,.,scl-27,WBGene00022638,1,WormBase,protein_coding,ZK6.3.1,WormBase,protein_coding,1.0,ZK6.3.1.e1
3140,V,WormBase,exon,400482,400616,.,+,.,scl-27,WBGene00022638,1,WormBase,protein_coding,ZK6.3.1,WormBase,protein_coding,2.0,ZK6.3.1.e2
3142,V,WormBase,exon,401259,401446,.,+,.,scl-27,WBGene00022638,1,WormBase,protein_coding,ZK6.3.1,WormBase,protein_coding,3.0,ZK6.3.1.e3
3144,V,WormBase,exon,401497,401602,.,+,.,scl-27,WBGene00022638,1,WormBase,protein_coding,ZK6.3.1,WormBase,protein_coding,4.0,ZK6.3.1.e4
3150,V,WormBase,exon,402759,403128,.,-,.,srh-62,WBGene00005284,1,WormBase,protein_coding,ZK6.9.1,WormBase,protein_coding,1.0,ZK6.9.1.e1
3153,V,WormBase,exon,402420,402610,.,-,.,srh-62,WBGene00005284,1,WormBase,protein_coding,ZK6.9.1,WormBase,protein_coding,2.0,ZK6.9.1.e2
3155,V,WormBase,exon,401688,402176,.,-,.,srh-62,WBGene00005284,1,WormBase,protein_coding,ZK6.9.1,WormBase,protein_coding,3.0,ZK6.9.1.e3
3160,V,WormBase,exon,404619,404681,.,+,.,nhr-252,WBGene00022637,1,WormBase,protein_coding,ZK6.2.1,WormBase,protein_coding,1.0,ZK6.2.1.e1
3163,V,WormBase,exon,404733,404829,.,+,.,nhr-252,WBGene00022637,1,WormBase,protein_coding,ZK6.2.1,WormBase,protein_coding,2.0,ZK6.2.1.e2
3165,V,WormBase,exon,405068,405682,.,+,.,nhr-252,WBGene00022637,1,WormBase,protein_coding,ZK6.2.1,WormBase,protein_coding,3.0,ZK6.2.1.e3
3167,V,WormBase,exon,405729,405997,.,+,.,nhr-252,WBGene00022637,1,WormBase,protein_coding,ZK6.2.1,WormBase,protein_coding,4.0,ZK6.2.1.e4
3172,V,WormBase,exon,408265,408327,.,+,.,nhr-278,WBGene00022636,1,WormBase,pseudogene,ZK6.1,WormBase,pseudogene,1.0,ZK6.1.e1
3173,V,WormBase,exon,408380,408476,.,+,.,nhr-278,WBGene00022636,1,WormBase,pseudogene,ZK6.1,WormBase,pseudogene,2.0,ZK6.1.e2
3174,V,WormBase,exon,408756,409369,.,+,.,nhr-278,WBGene00022636,1,WormBase,pseudogene,ZK6.1,WormBase,pseudogene,3.0,ZK6.1.e3
3175,V,WormBase,exon,409412,409670,.,+,.,nhr-278,WBGene00022636,1,WormBase,pseudogene,ZK6.1,WormBase,pseudogene,4.0,ZK6.1.e4
3176,V,WormBase,exon,409879,410080,.,+,.,nhr-278,WBGene00022636,1,WormBase,pseudogene,ZK6.1,WormBase,pseudogene,5.0,ZK6.1.e5
3179,V,WormBase,exon,410904,410930,.,-,.,linc-32,WBGene00219773,1,WormBase,lincRNA,ZK6.12,WormBase,lincRNA,1.0,ZK6.12.e1
3180,V,WormBase,exon,410589,410692,.,-,.,linc-32,WBGene00219773,1,WormBase,lincRNA,ZK6.12,WormBase,lincRNA,2.0,ZK6.12.e2
3183,V,WormBase,exon,414508,414760,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10a.1,WormBase,protein_coding,1.0,ZK6.10a.1.e1
3186,V,WormBase,exon,414302,414456,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10a.1,WormBase,protein_coding,2.0,ZK6.10a.1.e2
3188,V,WormBase,exon,412843,413187,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10a.1,WormBase,protein_coding,3.0,ZK6.10a.1.e3
3190,V,WormBase,exon,412662,412795,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10a.1,WormBase,protein_coding,4.0,ZK6.10a.1.e4
3192,V,WormBase,exon,412410,412605,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10a.1,WormBase,protein_coding,5.0,ZK6.10a.1.e5
3194,V,WormBase,exon,411782,412095,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10a.1,WormBase,protein_coding,6.0,ZK6.10a.1.e6
3200,V,WormBase,exon,412843,413183,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10b.1,WormBase,protein_coding,1.0,ZK6.10b.1.e1
3203,V,WormBase,exon,412662,412795,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10b.1,WormBase,protein_coding,2.0,ZK6.10a.1.e4
3205,V,WormBase,exon,412410,412605,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10b.1,WormBase,protein_coding,3.0,ZK6.10a.1.e5
3207,V,WormBase,exon,411782,412095,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10b.1,WormBase,protein_coding,4.0,ZK6.10a.1.e6
3213,V,WormBase,exon,414508,414688,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10c.1,WormBase,protein_coding,1.0,ZK6.10c.1.e1
3214,V,WormBase,exon,414302,414456,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10c.1,WormBase,protein_coding,2.0,ZK6.10c.1.e2
3215,V,WormBase,exon,413077,413187,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10c.1,WormBase,protein_coding,3.0,ZK6.10c.1.e3
3216,V,WormBase,exon,412410,412568,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10c.1,WormBase,protein_coding,4.0,ZK6.10c.1.e4
3217,V,WormBase,exon,411857,412095,.,-,.,dod-19,WBGene00022644,1,WormBase,protein_coding,ZK6.10c.1,WormBase,protein_coding,5.0,ZK6.10c.1.e5
3229,V,WormBase,exon,417449,417706,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.2,WormBase,protein_coding,1.0,ZK6.11a.2.e1
3232,V,WormBase,exon,417244,417398,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.2,WormBase,protein_coding,2.0,ZK6.11a.1.e2
3234,V,WormBase,exon,416822,417166,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.2,WormBase,protein_coding,3.0,ZK6.11a.1.e3
3236,V,WormBase,exon,416641,416774,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.2,WormBase,protein_coding,4.0,ZK6.11a.1.e4
3238,V,WormBase,exon,416084,416279,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.2,WormBase,protein_coding,5.0,ZK6.11a.1.e5
3240,V,WormBase,exon,415713,416025,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.2,WormBase,protein_coding,6.0,ZK6.11a.2.e6
3246,V,WormBase,exon,417449,417708,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.1,WormBase,protein_coding,1.0,ZK6.11a.1.e1
3249,V,WormBase,exon,417244,417398,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.1,WormBase,protein_coding,2.0,ZK6.11a.1.e2
3251,V,WormBase,exon,416822,417166,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.1,WormBase,protein_coding,3.0,ZK6.11a.1.e3
3253,V,WormBase,exon,416641,416774,.,-,.,ZK6.11,WBGene00022645,1,WormBase,protein_coding,ZK6.11a.1,WormBase,protein_coding,4.0,ZK6.11a.1.e4
